,start,end,activity
842,1382211900,1382212140,inactive
843,1382211420,1382211900,light_activity
844,1382210400,1382211420,inactive
845,1382210340,1382210400,light_activity
846,1382208480,1382210340,inactive
847,1382208360,1382208480,light_activity
848,1382208060,1382208360,inactive
849,1382208000,1382208060,light_activity
850,1382207700,1382208000,inactive
851,1382206620,1382207700,light_activity
852,1382206020,1382206620,inactive
853,1382205780,1382206020,light_activity
854,1382202840,1382205780,moderate_activity
855,1382202540,1382202840,inactive
856,1382201940,1382202540,light_activity
857,1382201100,1382201940,inactive
858,1382201040,1382201100,light_activity
859,1382200320,1382201040,inactive
860,1382200260,1382200320,light_activity
861,1382199240,1382200260,inactive
862,1382199120,1382199240,light_activity
863,1382198580,1382199120,inactive
864,1382198520,1382198580,light_activity
865,1382198100,1382198520,inactive
866,1382198040,1382198100,light_activity
867,1382197680,1382198040,inactive
868,1382197560,1382197680,light_activity
869,1382193840,1382197560,inactive
870,1382193720,1382193840,light_activity
871,1382189760,1382193720,inactive
872,1382175600,1382189760,sleep
873,1382175240,1382175600,inactive
874,1382174760,1382175240,light_activity
875,1382173740,1382174760,inactive
876,1382173560,1382173740,light_activity
877,1382173260,1382173560,inactive
878,1382173200,1382173260,light_activity
879,1382172780,1382173200,inactive
880,1382172420,1382172780,light_activity
881,1382171160,1382172420,inactive
882,1382170320,1382171160,light_activity
883,1382169720,1382170320,inactive
884,1382167680,1382169720,light_activity
885,1382167320,1382167680,inactive
886,1382165280,1382167320,light_activity
887,1382338680,1382339460,light_activity
888,1382338440,1382338680,inactive
889,1382336880,1382338440,light_activity
890,1382336700,1382336880,inactive
891,1382336460,1382336700,light_activity
892,1382336160,1382336460,inactive
893,1382335980,1382336160,light_activity
894,1382335620,1382335980,inactive
895,1382335500,1382335620,light_activity
896,1382334540,1382335500,inactive
897,1382333760,1382334540,light_activity
898,1382333340,1382333760,inactive
899,1382333220,1382333340,light_activity
900,1382333040,1382333220,inactive
901,1382332620,1382333040,light_activity
902,1382332260,1382332620,inactive
903,1382329080,1382332260,moderate_activity
904,1382328300,1382329080,light_activity
905,1382326560,1382328300,inactive
906,1382326500,1382326560,light_activity
907,1382326140,1382326500,inactive
908,1382325900,1382326140,light_activity
909,1382325720,1382325900,inactive
910,1382325660,1382325720,light_activity
911,1382325180,1382325660,inactive
912,1382324460,1382325180,light_activity
913,1382323800,1382324460,moderate_activity
914,1382322480,1382323800,light_activity
915,1382321400,1382322480,inactive
916,1382321340,1382321400,light_activity
917,1382320800,1382321340,inactive
918,1382320740,1382320800,light_activity
919,1382318520,1382320740,inactive
920,1382318460,1382318520,light_activity
921,1382316420,1382318460,inactive
922,1382316360,1382316420,light_activity
923,1382313540,1382316360,inactive
924,1382313480,1382313540,light_activity
925,1382312040,1382313480,inactive
926,1382311920,1382312040,light_activity
927,1382310300,1382311920,inactive
928,1382310240,1382310300,light_activity
929,1382308860,1382310240,off_wrist
930,1382308800,1382308860,light_activity
931,1382308500,1382308800,inactive
932,1382308440,1382308500,light_activity
933,1382306760,1382308440,inactive
934,1382306220,1382306760,light_activity
935,1382303700,1382306220,inactive
936,1382303640,1382303700,light_activity
937,1382301480,1382303640,inactive
938,1382301120,1382301480,light_activity
939,1382300700,1382301120,inactive
940,1382300100,1382300700,light_activity
941,1382299260,1382300100,inactive
942,1382299080,1382299260,light_activity
943,1382297280,1382299080,inactive
944,1382297160,1382297280,light_activity
945,1382296560,1382297160,inactive
946,1382296500,1382296560,light_activity
947,1382295900,1382296500,inactive
948,1382295840,1382295900,light_activity
949,1382295300,1382295840,inactive
950,1382294220,1382295300,light_activity
951,1382293800,1382294220,inactive
952,1382293020,1382293800,light_activity
953,1382292300,1382293020,inactive
954,1382292120,1382292300,light_activity
955,1382291700,1382292120,inactive
956,1382291460,1382291700,light_activity
957,1382290500,1382291460,inactive
958,1382290440,1382290500,light_activity
959,1382290020,1382290440,inactive
960,1382289960,1382290020,light_activity
961,1382289420,1382289960,inactive
962,1382289300,1382289420,light_activity
963,1382289120,1382289300,inactive
964,1382289060,1382289120,light_activity
965,1382287080,1382289060,inactive
966,1382286180,1382287080,light_activity
967,1382286000,1382286180,inactive
968,1382285880,1382286000,light_activity
969,1382283900,1382285880,inactive
970,1382283660,1382283900,light_activity
971,1382283000,1382283660,inactive
972,1382253480,1382283000,sleep
973,1382253420,1382253480,light_activity
974,1382249760,1382253420,inactive
975,1382424300,1382425980,inactive
976,1382424240,1382424300,light_activity
977,1382422140,1382424240,inactive
978,1382421540,1382422140,light_activity
979,1382419380,1382421540,inactive
980,1382418720,1382419380,light_activity
981,1382418480,1382418720,inactive
982,1382418360,1382418480,light_activity
983,1382416500,1382418360,inactive
984,1382415540,1382416500,light_activity
985,1382415000,1382415540,inactive
986,1382414760,1382415000,light_activity
987,1382414100,1382414760,inactive
988,1382414040,1382414100,light_activity
989,1382413500,1382414040,inactive
990,1382413440,1382413500,light_activity
991,1382413140,1382413440,inactive
992,1382411940,1382413140,light_activity
993,1382410440,1382411940,inactive
994,1382410380,1382410440,light_activity
995,1382410140,1382410380,inactive
996,1382409780,1382410140,light_activity
997,1382409060,1382409780,moderate_activity
998,1382408160,1382409060,light_activity
999,1382407560,1382408160,off_wrist
1000,1382407440,1382407560,light_activity
1001,1382407260,1382407440,inactive
1002,1382407200,1382407260,light_activity
1003,1382406720,1382407200,inactive
1004,1382406600,1382406720,light_activity
1005,1382404860,1382406600,inactive
1006,1382404800,1382404860,light_activity
1007,1382404380,1382404800,inactive
1008,1382404200,1382404380,light_activity
1009,1382403240,1382404200,inactive
1010,1382402760,1382403240,light_activity
1011,1382397600,1382402760,inactive
1012,1382397480,1382397600,light_activity
1013,1382396700,1382397480,moderate_activity
1014,1382396460,1382396700,inactive
1015,1382396400,1382396460,light_activity
1016,1382396220,1382396400,inactive
1017,1382396160,1382396220,light_activity
1018,1382395920,1382396160,inactive
1019,1382395860,1382395920,light_activity
1020,1382395620,1382395860,inactive
1021,1382395560,1382395620,light_activity
1022,1382394960,1382395560,inactive
1023,1382394900,1382394960,light_activity
1024,1382394720,1382394900,inactive
1025,1382394660,1382394720,light_activity
1026,1382394300,1382394660,inactive
1027,1382394240,1382394300,light_activity
1028,1382393520,1382394240,inactive
1029,1382393400,1382393520,light_activity
1030,1382392980,1382393400,inactive
1031,1382392920,1382392980,light_activity
1032,1382392140,1382392920,inactive
1033,1382392080,1382392140,light_activity
1034,1382391720,1382392080,inactive
1035,1382391660,1382391720,light_activity
1036,1382390880,1382391660,moderate_activity
1037,1382390820,1382390880,light_activity
1038,1382390100,1382390820,inactive
1039,1382389920,1382390100,light_activity
1040,1382389380,1382389920,inactive
1041,1382388840,1382389380,light_activity
1042,1382386680,1382388840,inactive
1043,1382386200,1382386680,light_activity
1044,1382384940,1382386200,inactive
1045,1382384340,1382384940,light_activity
1046,1382383560,1382384340,inactive
1047,1382383140,1382383560,light_activity
1048,1382382960,1382383140,inactive
1049,1382382480,1382382960,light_activity
1050,1382382000,1382382480,inactive
1051,1382381820,1382382000,light_activity
1052,1382381580,1382381820,inactive
1053,1382381160,1382381580,light_activity
1054,1382379720,1382381160,inactive
1055,1382379660,1382379720,light_activity
1056,1382379480,1382379660,inactive
1057,1382379420,1382379480,light_activity
1058,1382379240,1382379420,inactive
1059,1382379180,1382379240,light_activity
1060,1382378280,1382379180,inactive
1061,1382377980,1382378280,light_activity
1062,1382377800,1382377980,inactive
1063,1382377740,1382377800,light_activity
1064,1382376780,1382377740,inactive
1065,1382375760,1382376780,light_activity
1066,1382375400,1382375760,inactive
1067,1382363820,1382375400,sleep
1068,1382363100,1382363820,inactive
1069,1382362920,1382363100,light_activity
1070,1382362740,1382362920,inactive
1071,1382342100,1382362740,sleep
1072,1382342040,1382342100,light_activity
1073,1382339460,1382342040,inactive
1074,1382338680,1382339460,light_activity
1075,1382511540,1382543760,sleep
1076,1382510580,1382511540,inactive
1077,1382510520,1382510580,light_activity
1078,1382509440,1382510520,inactive
1079,1382509260,1382509440,light_activity
1080,1382509020,1382509260,inactive
1081,1382508180,1382509020,light_activity
1082,1382507580,1382508180,inactive
1083,1382507340,1382507580,light_activity
1084,1382507100,1382507340,inactive
1085,1382507040,1382507100,light_activity
1086,1382505180,1382507040,inactive
1087,1382504700,1382505180,light_activity
1088,1382502900,1382504700,inactive
1089,1382502660,1382502900,light_activity
1090,1382499780,1382502660,inactive
1091,1382499300,1382499780,light_activity
1092,1382497980,1382499300,moderate_activity
1093,1382497860,1382497980,light_activity
1094,1382496540,1382497860,inactive
1095,1382496480,1382496540,light_activity
1096,1382493300,1382496480,inactive
1097,1382493240,1382493300,light_activity
1098,1382491980,1382493240,moderate_activity
1099,1382490120,1382491980,light_activity
1100,1382489880,1382490120,inactive
1101,1382489700,1382489880,light_activity
1102,1382489400,1382489700,inactive
1103,1382488080,1382489400,light_activity
1104,1382487480,1382488080,inactive
1105,1382487420,1382487480,light_activity
1106,1382485080,1382487420,inactive
1107,1382484660,1382485080,light_activity
1108,1382483220,1382484660,inactive
1109,1382483160,1382483220,light_activity
1110,1382482740,1382483160,inactive
1111,1382482500,1382482740,light_activity
1112,1382482080,1382482500,inactive
1113,1382481960,1382482080,light_activity
1114,1382480220,1382481960,inactive
1115,1382479920,1382480220,light_activity
1116,1382479740,1382479920,inactive
1117,1382479680,1382479740,light_activity
1118,1382478540,1382479680,inactive
1119,1382478300,1382478540,light_activity
1120,1382477640,1382478300,inactive
1121,1382477580,1382477640,light_activity
1122,1382477040,1382477580,inactive
1123,1382476800,1382477040,light_activity
1124,1382476440,1382476800,inactive
1125,1382476200,1382476440,light_activity
1126,1382473560,1382476200,inactive
1127,1382473320,1382473560,light_activity
1128,1382473080,1382473320,inactive
1129,1382473020,1382473080,light_activity
1130,1382472000,1382473020,inactive
1131,1382471880,1382472000,light_activity
1132,1382471700,1382471880,inactive
1133,1382470920,1382471700,light_activity
1134,1382470740,1382470920,inactive
1135,1382470680,1382470740,light_activity
1136,1382470500,1382470680,inactive
1137,1382470440,1382470500,light_activity
1138,1382469300,1382470440,inactive
1139,1382468220,1382469300,light_activity
1140,1382468040,1382468220,inactive
1141,1382467980,1382468040,light_activity
1142,1382467080,1382467980,inactive
1143,1382466720,1382467080,light_activity
1144,1382466420,1382466720,inactive
1145,1382466180,1382466420,light_activity
1146,1382465340,1382466180,inactive
1147,1382464440,1382465340,light_activity
1148,1382462940,1382464440,moderate_activity
1149,1382462580,1382462940,light_activity
1150,1382462220,1382462580,inactive
1151,1382462100,1382462220,light_activity
1152,1382461140,1382462100,inactive
1153,1382460660,1382461140,light_activity
1154,1382459160,1382460660,inactive
1155,1382459100,1382459160,light_activity
1156,1382458560,1382459100,inactive
1157,1382458380,1382458560,light_activity
1158,1382457900,1382458380,inactive
1159,1382457300,1382457900,light_activity
1160,1382457240,1382457300,off_wrist
1161,1382456640,1382457240,inactive
1162,1382456040,1382456640,light_activity
1163,1382455260,1382456040,inactive
1164,1382425980,1382455260,sleep
1165,1382424300,1382425980,inactive
1166,1382596200,1382598360,inactive
1167,1382595900,1382596200,light_activity
1168,1382594220,1382595900,inactive
1169,1382593740,1382594220,light_activity
1170,1382592900,1382593740,inactive
1171,1382592480,1382592900,light_activity
1172,1382592000,1382592480,inactive
1173,1382591940,1382592000,light_activity
1174,1382588640,1382591940,inactive
1175,1382588520,1382588640,light_activity
1176,1382587860,1382588520,moderate_activity
1177,1382587560,1382587860,light_activity
1178,1382587380,1382587560,inactive
1179,1382587320,1382587380,light_activity
